"tip_label","kingdom","phylum","class","order","family","genus","species","order2","alpha","family2","hab1","hab2","habitat_preference","num_present","family_common"
"otu_4987","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_16339","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Haliangiaceae"
"otu_17428","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","mud_and_shore","freshwater:mud_and_shore",6,"Haliangiaceae"
"otu_6161","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",9,"Haliangiaceae"
"otu_698","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",13,"Haliangiaceae"
"otu_484","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",12,"Haliangiaceae"
"otu_664","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Haliangiaceae"
"otu_354","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",14,"Haliangiaceae"
"otu_196","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",30,"Haliangiaceae"
"otu_5326","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_5282","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Haliangiaceae"
"otu_294","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",15,"Haliangiaceae"
"otu_7635","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_5059","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Haliangium ochraceum","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_2320","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Haliangium ochraceum","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_1408","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae",NA,NA,"Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",9,"Haliangiaceae"
"otu_2501","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",11,"Haliangiaceae"
"otu_9473","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Haliangiaceae"
"otu_5051","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",11,"Haliangiaceae"
"otu_3495","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae",NA,NA,"Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",5,"Haliangiaceae"
"otu_1341","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_514","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",11,"Haliangiaceae"
"otu_7567","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",7,"Haliangiaceae"
"otu_1826","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae",NA,NA,"Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",7,"Haliangiaceae"
"otu_9207","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Haliangiaceae"
"otu_5463","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",6,"Haliangiaceae"
"otu_4693","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Haliangiaceae"
"otu_7847","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_2883","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",9,"Haliangiaceae"
"otu_11929","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_3679","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",9,"Haliangiaceae"
"otu_430","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",14,"Haliangiaceae"
"otu_3054","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",9,"Haliangiaceae"
"otu_7603","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",9,"Haliangiaceae"
"otu_21790","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_4833","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",5,"Haliangiaceae"
"otu_456","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",10,"Haliangiaceae"
"otu_52","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",24,"Haliangiaceae"
"otu_2891","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",7,"Haliangiaceae"
"otu_11400","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",6,"Haliangiaceae"
"otu_2685","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",5,"Haliangiaceae"
"otu_2235","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",9,"Haliangiaceae"
"otu_73","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",16,"Haliangiaceae"
"otu_840","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_3641","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",18,"Haliangiaceae"
"otu_403","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",14,"Haliangiaceae"
"otu_12365","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",4,"Haliangiaceae"
"otu_261","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",18,"Haliangiaceae"
"otu_815","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",15,"Haliangiaceae"
"otu_7390","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_3085","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",10,"Haliangiaceae"
"otu_2502","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",5,"Haliangiaceae"
"otu_5278","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",11,"Haliangiaceae"
"otu_1764","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",13,"Haliangiaceae"
"otu_8438","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_1630","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",12,"Haliangiaceae"
"otu_2384","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_1791","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",12,"Haliangiaceae"
"otu_1964","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",5,"Haliangiaceae"
"otu_1640","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_91","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",23,"Haliangiaceae"
"otu_140","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",8,"Haliangiaceae"
"otu_11959","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_1417","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Haliangiaceae"
"otu_9557","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_13875","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",4,"Haliangiaceae"
"otu_4108","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_15829","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_7613","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",5,"Haliangiaceae"
"otu_7888","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",4,"Haliangiaceae"
"otu_1929","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_9062","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",11,"Haliangiaceae"
"otu_7320","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",6,"Haliangiaceae"
"otu_6778","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_1023","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",9,"Haliangiaceae"
"otu_1632","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","mud_and_shore","freshwater:mud_and_shore",10,"Haliangiaceae"
"otu_6542","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",4,"Haliangiaceae"
"otu_7192","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",4,"Haliangiaceae"
"otu_896","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",6,"Haliangiaceae"
"otu_1091","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",15,"Haliangiaceae"
"otu_3171","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",8,"Haliangiaceae"
"otu_762","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",22,"Haliangiaceae"
"otu_834","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_1126","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",11,"Haliangiaceae"
"otu_11449","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","mud_and_shore","freshwater:mud_and_shore",7,"Haliangiaceae"
"otu_481","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",10,"Haliangiaceae"
"otu_3045","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",10,"Haliangiaceae"
"otu_1206","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",12,"Haliangiaceae"
"otu_7344","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",4,"Haliangiaceae"
"otu_1687","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",10,"Haliangiaceae"
"otu_4427","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Haliangium ochraceum","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_6673","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",9,"Haliangiaceae"
"otu_19545","Bacteria","Myxococcota","Polyangia",NA,NA,NA,NA,"uncertain",0,"uncertain","generalist","generalist","generalist",5,"uncertain"
"otu_16418","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",4,"Haliangiaceae"
"otu_1313","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae",NA,NA,"Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_932","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Haliangium ochraceum","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",13,"Haliangiaceae"
"otu_1265","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",5,"Haliangiaceae"
"otu_3796","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",6,"Haliangiaceae"
"otu_201","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",6,"Haliangiaceae"
"otu_3256","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",8,"Haliangiaceae"
"otu_10280","Bacteria","Myxococcota","Polyangia",NA,NA,NA,NA,"uncertain",0,"uncertain","freshwater","freshwater","freshwater",4,"uncertain"
"otu_5295","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Haliangium ochraceum","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_4892","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",4,"Haliangiaceae"
"otu_5670","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",12,"Haliangiaceae"
"otu_11629","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",8,"Haliangiaceae"
"otu_4265","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",5,"Haliangiaceae"
"otu_8123","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae",NA,NA,"Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",8,"Haliangiaceae"
"otu_15989","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Haliangiaceae"
"otu_12877","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae",NA,NA,"Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_15346","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Haliangium ochraceum","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",9,"Haliangiaceae"
"otu_4118","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Haliangium ochraceum","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",7,"Haliangiaceae"
"otu_9035","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01",NA,"Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",5,"Haliangiaceae"
"otu_9518","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",7,"Haliangiaceae"
"otu_4814","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",9,"Haliangiaceae"
"otu_4235","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",13,"Haliangiaceae"
"otu_5845","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01",NA,"Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",7,"Haliangiaceae"
"otu_6924","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Haliangiaceae"
"otu_107","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",7,"Haliangiaceae"
"otu_2079","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","Haliangiales",1,"Haliangiaceae","terrestrial","terrestrial","terrestrial",6,"Haliangiaceae"
"otu_7906","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Haliangiaceae"
"otu_4354","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",5,"Haliangiaceae"
"otu_2720","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",6,"Haliangiaceae"
"otu_2035","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",8,"Haliangiaceae"
"otu_6696","Bacteria","Myxococcota","Polyangia",NA,NA,NA,NA,"uncertain",0,"uncertain","freshwater","freshwater","freshwater",8,"uncertain"
"otu_16230","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","WYBA01","WYBA01 sp011526095","Haliangiales",1,"Haliangiaceae","freshwater","freshwater","freshwater",6,"Haliangiaceae"
