"tip_label","kingdom","phylum","class","family","genus","species","habitat_preference","num_present"
"otu_3923","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879805","mud_and_shore",5
"otu_852","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","mud_and_shore",7
"otu_2258","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"mud_and_shore",6
"otu_1195","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","mud_and_shore",5
"otu_7349","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","CAIWCD01","CAIWCD01 sp903911145","mud_and_shore",4
"otu_2991","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_167","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_10098","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_515","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",11
"otu_1121","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_1168","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_573","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_782","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_1133","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_2289","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_6891","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_2266","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",8
"otu_321","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_556","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",7
"otu_2753","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_5267","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_11006","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_746","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_2175","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_4979","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",9
"otu_536","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",12
"otu_2988","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_574","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",12
"otu_641","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",12
"otu_70","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_2278","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_3930","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_8171","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_4243","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_109","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",8
"otu_1051","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_7498","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_2001","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_3597","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","mud_and_shore",4
"otu_1205","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",8
"otu_1576","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_531","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_1134","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_364","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_8418","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_4166","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","freshwater",7
"otu_1807","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_994","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_2651","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_413","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",7
"otu_11236","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_213","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus",NA,"mud_and_shore",6
"otu_1491","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"mud_and_shore",9
"otu_2779","Bacteria","Myxococcota","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","mud_and_shore",4
"otu_1709","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_8416","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_6852","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_427","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_4950","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus",NA,"mud_and_shore",6
"otu_6782","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus sp003611675","freshwater",5
"otu_8179","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater:terrestrial",10
"otu_3598","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus",NA,"freshwater",6
"otu_4096","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater:mud_and_shore",5
"otu_2627","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter dehalogenans","freshwater:mud_and_shore",7
"otu_9205","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp013372585","freshwater:terrestrial",11
"otu_1450","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Vitiosangium","Vitiosangium sp003044305","mud_and_shore",4
"otu_8667","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter dehalogenans","freshwater",4
"otu_4114","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","freshwater",7
"otu_3436","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",10
"otu_669","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater:terrestrial",13
"otu_151","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater:terrestrial",23
"otu_1296","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"terrestrial",4
"otu_1462","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater:terrestrial",14
"otu_12336","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","freshwater",4
"otu_3849","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter dehalogenans","freshwater:terrestrial",11
"otu_4850","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter dehalogenans","freshwater",10
"otu_5154","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter dehalogenans","freshwater",4
"otu_2947","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter dehalogenans","freshwater:terrestrial",4
"otu_3390","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_8731","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_7518","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"mud_and_shore",5
"otu_2076","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879535","mud_and_shore",7
"otu_5727","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_1281","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",4
"otu_566","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_1577","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_2932","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus sp003612115","mud_and_shore",4
"otu_232","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"mud_and_shore",6
"otu_3394","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","mud_and_shore",7
"otu_775","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",11
"otu_1607","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_8816","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_3910","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_4621","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"mud_and_shore",5
"otu_1394","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",5
"otu_4831","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_2296","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_1813","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",5
"otu_8514","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_9700","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_737","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_1928","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_3954","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_5456","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_3901","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",4
"otu_695","Bacteria","Myxococcota","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","mud_and_shore",5
"otu_2184","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","mud_and_shore",4
"otu_399","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",7
"otu_1052","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",5
"otu_2561","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_13669","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",6
"otu_1382","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",10
"otu_4867","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",5
"otu_2896","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","mud_and_shore",4
"otu_3213","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",4
"otu_90","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"mud_and_shore",4
"otu_5372","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","mud_and_shore",4
"otu_404","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",9
"otu_2107","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","mud_and_shore",6
"otu_2370","Bacteria","Myxococcota","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","mud_and_shore",4
"otu_951","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","mud_and_shore",5
"otu_6229","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879805","freshwater:terrestrial",7
"otu_6460","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879805","freshwater:terrestrial",4
"otu_1077","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","mud_and_shore",7
"otu_2013","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879805","freshwater:mud_and_shore",8
"otu_16904","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879805","freshwater:terrestrial",5
"otu_7574","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus interemptor","terrestrial",4
"otu_1031","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879535","freshwater",7
"otu_7136","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp013372585","mud_and_shore",4
"otu_4807","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","freshwater:terrestrial",12
"otu_13052","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","freshwater",4
"otu_8164","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","generalist",10
"otu_10836","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","mud_and_shore",4
"otu_11408","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus hansupus","mud_and_shore",4
"otu_383","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",6
"otu_3798","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus fallax","mud_and_shore",10
"otu_390","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","mud_and_shore",10
"otu_2111","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","mud_and_shore",11
"otu_3770","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_4071","Bacteria","Myxococcota","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","mud_and_shore",4
"otu_8313","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",5
"otu_962","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",7
"otu_5075","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_2688","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",5
"otu_1729","Bacteria","Myxococcota","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","mud_and_shore",5
"otu_806","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",4
"otu_2625","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","mud_and_shore",4
"otu_8570","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"mud_and_shore",5
"otu_15954","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus sp003600865","mud_and_shore",8
"otu_3314","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus sp003600865","mud_and_shore",4
"otu_3236","Bacteria","Myxococcota","UBA9160","SMWR01","GCA-2729515","GCA-2729515 sp002729515","mud_and_shore",11
"otu_2885","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"mud_and_shore",5
"otu_3115","Bacteria","Myxococcota","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","mud_and_shore",4
"otu_5299","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","freshwater:mud_and_shore",5
"otu_2624","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","mud_and_shore",5
"otu_313","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","mud_and_shore",4
"otu_1274","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Hyalangium","Hyalangium minutum","mud_and_shore",5
"otu_132","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:mud_and_shore",16
"otu_3874","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"freshwater",5
"otu_42","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879805","mud_and_shore",9
"otu_6970","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","mud_and_shore",6
"otu_2260","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",7
"otu_14898","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",4
"otu_1689","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","freshwater:mud_and_shore",11
"otu_19799","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","freshwater",4
"otu_6200","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","freshwater",8
"otu_126","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","freshwater",24
"otu_9227","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","freshwater",5
"otu_891","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","freshwater:mud_and_shore",8
"otu_3607","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","freshwater:mud_and_shore",5
"otu_6349","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","mud_and_shore",5
"otu_977","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",6
"otu_3382","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","mud_and_shore",5
"otu_894","Bacteria","Myxococcota","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","mud_and_shore",5
"otu_6372","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",4
"otu_3501","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","mud_and_shore",4
"otu_7629","Bacteria","Myxococcota","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","mud_and_shore",4
"otu_27","Bacteria","Myxococcota","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","mud_and_shore",16
"otu_960","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"mud_and_shore",5
"otu_1307","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"mud_and_shore",5
