"tip_label","kingdom","phylum","class","family","genus","species","habitat_preference","num_present"
"otu_4603","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",11
"otu_8077","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","terrestrial",4
"otu_2800","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","freshwater:terrestrial",7
"otu_745","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","freshwater:terrestrial",4
"otu_807","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"terrestrial",10
"otu_2325","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","freshwater:terrestrial",13
"otu_2621","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"terrestrial",5
"otu_2372","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","R267","R267 sp013340205","freshwater:terrestrial",6
"otu_2124","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","R267","R267 sp013340205","freshwater",9
"otu_16911","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"terrestrial",5
"otu_1919","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus sicarius","terrestrial",6
"otu_18662","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus exiguus","terrestrial",5
"otu_5167","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"terrestrial",4
"otu_2280","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","freshwater:terrestrial",9
"otu_145","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879535","freshwater:terrestrial",17
"otu_917","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"freshwater:terrestrial",11
"otu_1925","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"freshwater:terrestrial",13
"otu_10976","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",9
"otu_9837","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",7
"otu_5423","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater:terrestrial",4
"otu_1986","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus",NA,"terrestrial",5
"otu_5127","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"terrestrial",10
"otu_7853","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus sp004173515","freshwater:terrestrial",5
"otu_6528","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","terrestrial",4
"otu_899","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","terrestrial",8
"otu_1789","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","terrestrial",6
"otu_1511","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"freshwater:terrestrial",5
"otu_2147","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","freshwater:terrestrial",13
"otu_5570","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","freshwater:terrestrial",6
"otu_6566","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae",NA,NA,"freshwater:terrestrial",8
"otu_581","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","terrestrial",5
"otu_5436","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus",NA,"freshwater:terrestrial",8
"otu_1489","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",4
"otu_17254","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae",NA,NA,"freshwater:terrestrial",8
"otu_8738","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus sp004173515","freshwater:terrestrial",4
"otu_1713","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus",NA,"freshwater",4
"otu_16671","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"freshwater:terrestrial",9
"otu_2223","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","freshwater:terrestrial",7
"otu_6462","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879535","terrestrial",5
"otu_7714","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","freshwater:terrestrial",6
"otu_3396","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","terrestrial",4
"otu_11341","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus sicarius","freshwater:terrestrial",4
"otu_2872","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","freshwater:terrestrial",5
"otu_7890","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",7
"otu_703","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Stigmatella","Stigmatella erecta","freshwater",10
"otu_6267","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Stigmatella","Stigmatella erecta","terrestrial",5
"otu_9807","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus xanthus","terrestrial",4
"otu_189","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp013372585","mud_and_shore",7
"otu_6801","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"terrestrial",6
"otu_3232","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus interemptor","terrestrial",5
"otu_1399","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","terrestrial",4
"otu_5339","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus",NA,"freshwater",4
"otu_6056","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp013372585","freshwater",4
"otu_2241","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","freshwater",9
"otu_684","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus",NA,"freshwater",9
"otu_8548","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus",NA,"freshwater",4
"otu_120","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"mud_and_shore",10
"otu_649","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","freshwater",4
"otu_2234","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"freshwater",5
"otu_8414","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",6
"otu_10605","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",8
"otu_487","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater",5
"otu_7761","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","freshwater",4
"otu_4723","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"terrestrial",4
"otu_14642","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","terrestrial",4
"otu_7707","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater:terrestrial",9
"otu_1383","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"terrestrial",4
"otu_5229","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","terrestrial",4
"otu_6604","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus",NA,"terrestrial",5
"otu_686","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879805","freshwater:terrestrial",6
"otu_1754","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"freshwater:terrestrial",7
"otu_8951","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","terrestrial",4
"otu_6892","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","terrestrial",5
"otu_1458","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater:terrestrial",6
"otu_13419","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","freshwater:terrestrial",4
"otu_13196","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","terrestrial",5
"otu_7993","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"terrestrial",6
"otu_6015","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","terrestrial",7
"otu_3793","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"terrestrial",5
"otu_541","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","terrestrial",10
"otu_4622","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","terrestrial",6
"otu_3244","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","terrestrial",4
"otu_2894","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","terrestrial",5
"otu_1224","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater:mud_and_shore",13
"otu_10348","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",4
"otu_10167","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",5
"otu_3130","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater",11
"otu_5091","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",10
"otu_4149","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater",6
"otu_1415","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",13
"otu_148","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater",14
"otu_248","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",10
"otu_451","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",13
"otu_827","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater",10
"otu_553","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",13
"otu_166","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",11
"otu_3201","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",6
"otu_138","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",17
"otu_133","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater",10
"otu_53","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",22
"otu_185","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",11
"otu_24","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",20
"otu_802","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater",16
"otu_731","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater:terrestrial",11
"otu_1207","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae",NA,NA,"freshwater:mud_and_shore",6
"otu_1433","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater",9
"otu_2610","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",6
"otu_207","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae",NA,NA,"freshwater",6
"otu_1871","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",4
"otu_4157","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",4
"otu_1980","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879805","freshwater",6
"otu_869","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",6
"otu_609","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",11
"otu_1757","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",9
"otu_4662","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater:mud_and_shore",7
"otu_4328","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",5
"otu_1348","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",7
"otu_136","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",11
"otu_1604","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater",7
"otu_1130","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater",6
"otu_1255","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",5
"otu_4307","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater:mud_and_shore",7
"otu_275","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",21
"otu_546","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater",14
"otu_2158","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",8
"otu_1360","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",14
"otu_1199","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",7
"otu_267","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater:mud_and_shore",17
"otu_5585","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae",NA,NA,"freshwater",4
"otu_992","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",4
"otu_3268","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",6
"otu_615","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",12
"otu_776","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",7
"otu_548","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater",5
"otu_165","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae",NA,NA,"freshwater",11
"otu_194","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater",5
"otu_115","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater",14
"otu_1886","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater",6
"otu_33","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater:mud_and_shore",16
"otu_748","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",4
"otu_131","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater",16
"otu_767","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",9
"otu_532","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",11
"otu_4577","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",4
"otu_142","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",11
"otu_482","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater",12
"otu_19936","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",6
"otu_10170","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",6
"otu_2028","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",9
"otu_863","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","mud_and_shore",4
"otu_1515","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater:mud_and_shore",10
"otu_3980","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater",11
"otu_13137","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",5
"otu_13067","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",4
"otu_14231","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",7
"otu_5413","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater:mud_and_shore",10
"otu_10557","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater:mud_and_shore",4
"otu_9126","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater:terrestrial",7
"otu_4446","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",5
"otu_2605","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",5
"otu_1628","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","RPRB01","RPRB01 sp003818285","freshwater:mud_and_shore",6
"otu_2306","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","RPRB01","RPRB01 sp003818285","freshwater",8
"otu_4168","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",5
"otu_560","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",8
"otu_14557","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","RPRB01","RPRB01 sp003818285","freshwater",5
"otu_47","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater:mud_and_shore",13
"otu_361","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",15
"otu_4076","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae",NA,NA,"terrestrial",6
"otu_8632","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879805","terrestrial",6
"otu_7747","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",4
"otu_367","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",12
"otu_7563","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater:mud_and_shore",5
"otu_470","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",11
"otu_8059","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",4
"otu_318","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater",9
"otu_164","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903874275","freshwater:mud_and_shore",9
"otu_2022","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01",NA,"freshwater",13
"otu_10397","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","freshwater",7
"otu_7919","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater:mud_and_shore",9
"otu_593","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",12
"otu_8594","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","RPRB01","RPRB01 sp003818285","freshwater:terrestrial",6
"otu_3517","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","RPRB01","RPRB01 sp003818285","freshwater",5
"otu_1693","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","RPRB01","RPRB01 sp003818285","freshwater:mud_and_shore",10
"otu_6287","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","RPRB01","RPRB01 sp003818285","freshwater:terrestrial",10
"otu_13615","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",4
"otu_3858","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"freshwater:terrestrial",9
"otu_16559","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"terrestrial",4
"otu_12553","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"terrestrial",4
"otu_2145","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","freshwater:terrestrial",7
"otu_3126","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus exiguus","freshwater:terrestrial",9
"otu_784","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"terrestrial",4
"otu_3370","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"terrestrial",10
"otu_15412","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","Vulgatibacter","Vulgatibacter incomptus","terrestrial",6
"otu_1631","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater:terrestrial",15
"otu_8606","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",4
"otu_8886","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus",NA,"generalist",12
"otu_19223","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","terrestrial",4
"otu_11563","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","terrestrial",7
"otu_6730","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater:terrestrial",15
"otu_2049","Bacteria","Myxococcota",NA,NA,NA,NA,"freshwater",7
"otu_1015","Bacteria","Myxococcota","Myxococcia",NA,NA,NA,"freshwater",5
"otu_1863","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"freshwater:terrestrial",11
"otu_7654","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"freshwater",5
"otu_4361","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus sp014656495","freshwater",5
"otu_4107","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"freshwater:terrestrial",9
"otu_579","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Myxococcus","Myxococcus xanthus","freshwater",14
"otu_5587","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Stigmatella","Stigmatella erecta","freshwater:terrestrial",4
"otu_2359","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Stigmatella","Stigmatella erecta","terrestrial",12
"otu_1563","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Stigmatella","Stigmatella erecta","freshwater:terrestrial",13
"otu_1287","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Stigmatella","Stigmatella erecta","terrestrial",16
"otu_1318","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","RPRB01","RPRB01 sp003818285","mud_and_shore",5
"otu_326","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"mud_and_shore",5
"otu_1305","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",11
"otu_1331","Bacteria","Myxococcota","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","mud_and_shore",12
"otu_5669","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"mud_and_shore",4
"otu_4254","Bacteria","Myxococcota","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","mud_and_shore",5
