generation,N_shifts,logPrior,logLik,eventRate,acceptRate
20800000,29,-382.329,2026.06,29.0429,0.4775
20820000,31,-399.129,2033.67,42.1793,0.51
20840000,31,-390.841,2045.59,27.504,0.502
20860000,28,-358.652,2042.54,26.2516,0.553
20880000,26,-346.145,2026.66,27.3437,0.492
20900000,26,-345.471,2032.58,21.3533,0.491
20920000,33,-409.292,2006.45,30.4017,0.546
20940000,31,-390.863,2017.28,27.3856,0.513143
20960000,25,-341.358,2004.52,32.6346,0.509
20980000,26,-346.267,1996.83,28.0568,0.508091
21000000,28,-358.513,1985.45,37.7896,0.524
21020000,27,-351.714,1996.69,21.9712,0.504
21040000,24,-333.248,2000.49,18.9727,0.51
21060000,27,-340.457,1997.16,27.8689,0.527
21080000,30,-373.14,1990.64,26.09,0.543
21100000,31,-383.091,2004.5,26.0532,0.553
21120000,31,-379.324,2012.22,32.6827,0.563
21140000,27,-346.322,1997.54,30.1553,0.519
21160000,27,-354.81,2020.63,29.3651,0.486
21180000,24,-311.597,1997.6,29.4106,0.486
21200000,27,-358.887,2019.23,19.8213,0.517
21220000,25,-334.173,2037.24,25.47,0.458
21240000,27,-360.335,2018.57,25.1457,0.521923
21260000,30,-390.378,2023.63,27.6973,0.517143
21280000,27,-355.301,2012.75,30.9174,0.525333
21300000,34,-420.83,2047.65,31.7381,0.512
21320000,35,-444.428,2046.03,36.8541,0.5335
21340000,31,-404.776,2060.38,23.9103,0.504
21360000,31,-399.215,2026.38,28.1467,0.534852
21380000,26,-335.74,2031.82,14.0789,0.501
21400000,31,-405.827,2027.29,33.4013,0.53
21420000,30,-381.362,1999.81,31.5148,0.52405
21440000,26,-347.705,2034.86,25.5207,0.511333
21460000,30,-395.891,2022.68,32.841,0.476
21480000,37,-464.226,2017.64,39.7756,0.5395
21500000,29,-368.994,2014.86,32.4323,0.515
21520000,22,-305.364,2010.61,21.9273,0.482
21540000,23,-295.546,1979.36,20.4848,0.416
21560000,25,-326.882,2006.72,25.9398,0.486
21580000,23,-302.359,2001.49,12.7791,0.4685
21600000,23,-314.287,2006.49,25.8239,0.467
21620000,27,-343.271,2016.92,27.2569,0.512
21640000,29,-382.867,2028.41,27.2633,0.548
21660000,29,-377.192,1997.96,37.1926,0.528
21680000,26,-349.194,2016.8,31.4713,0.498
21700000,27,-361.043,1999.89,33.9506,0.497
21720000,32,-429.929,2045,41.0317,0.549
21740000,26,-349.21,2034.85,38.545,0.494
21760000,26,-335.264,2007.7,23.7191,0.505
21780000,31,-384.278,2027.54,27.524,0.506083
21800000,27,-346.531,2010.93,30.5819,0.503
21820000,28,-355.526,2004.62,43.3457,0.539
21840000,27,-339.962,2003.07,19.8354,0.514545
21860000,30,-377.538,2036.75,30.8946,0.514
21880000,31,-390.651,1996.04,28.2627,0.528
21900000,31,-401.842,2023.95,33.2522,0.529524
21920000,28,-353.415,2011.89,38.2464,0.5158
21940000,25,-317.838,2000.87,25.4432,0.502
21960000,28,-357.636,1993.06,31.5448,0.505111
21980000,25,-321.302,2011.37,29.8528,0.501
22000000,34,-442.653,2026.6,38.8957,0.543
22020000,30,-395.15,2027.92,30.0805,0.509
22040000,31,-389.688,2025.22,40.1176,0.55
22060000,29,-366.924,2030.75,39.0715,0.5225
22080000,27,-354.34,2024.18,31.1159,0.504
22100000,29,-380.784,2029.53,26.3551,0.54
22120000,27,-352.972,2003.05,28.7492,0.504
22140000,32,-400.011,2007.24,27.427,0.534
22160000,27,-346.095,2029.06,26.667,0.53944
22180000,26,-348.549,2009.11,18.7665,0.488
22200000,30,-375.048,2023.2,32.5163,0.539
22220000,28,-355.539,2010.73,28.4955,0.509
22240000,25,-330.488,2020.9,20.0258,0.517
22260000,27,-345.928,2017.39,28.1607,0.514
22280000,30,-376.021,2013.3,32.2098,0.522364
22300000,23,-307.062,2013.16,20.7042,0.498091
22320000,24,-311.992,1997.42,20.9132,0.518
22340000,25,-339.258,2041.93,23.1461,0.53
22360000,29,-378.763,2049.42,26.2416,0.524
22380000,32,-410.034,2033.34,31.9677,0.536
22400000,29,-365.144,2003.67,23.3989,0.542
22420000,25,-314.897,1962.73,20.3663,0.516
22440000,25,-322.513,2011.36,29.9573,0.527
